diagram_id,unit_filename,local_order,alt_text_en,provenance
chapter4-unit-060-diagram-003,chapter4-unit-060.tex,3,"Small path icon: an arrow rises diagonally from the lower left to a central corner, then continues horizontally to the right.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:453; source/en/chapter4-unit-060.tex:diagram 3; tikzpicture; mapped_indonesian_structure_witness
chapter4-unit-060-diagram-004,chapter4-unit-060.tex,4,Small path icon: a V-shaped arrow descends diagonally from the upper left to a lower corner and then rises diagonally to the upper right.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:454; source/en/chapter4-unit-060.tex:diagram 4; tikzpicture; mapped_indonesian_structure_witness
chapter4-unit-060-d003,chapter4-unit-060.tex,5,Commutative diagram: \vdots → X_1^n (f_1^n); \vdots → X_1^{n+1} (f_1^{n+1}); \cdots → X_1^n; X_1^n → X_1^{n+1} (d_{X_1}^n); X_1^n → X_0^n (f_0^n); X_1^{n+1} → X_0^{n+1} (f_0^{n+1}); X_1^{n+1} → \cdots; \cdots → X_0^n; and 2 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:455; source/en/chapter4-unit-060.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-061-diagram-001,chapter4-unit-061.tex,1,"Paired functors F:A to A' and G:A' to A, shown by opposing arrows.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:456; source/en/chapter4-unit-061.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-062-d001,chapter4-unit-062.tex,1,"Natural-transformation diagram with objects D((A, R)Mod) times D((R, B)Mod), D((A, B)Mod), D(ModR) times D(RMod), D(Ab). Arrows: D((A, R)Mod) times D((R, B)Mod) maps to D((A, B)Mod), labeled otimesL[R]; D((A, R)Mod) times D((R, B)Mod) maps to D(ModR) times D(RMod), labeled forgetful functor; D((A, B)Mod) maps to D(Ab), labeled forgetful functor; D(ModR) times D(RMod) maps to D(Ab), labeled otimesL[R]; a 2-cell from D(ModR) times D(RMod) to D((A, B)Mod), labeled isomorphism.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:457; source/en/chapter4-unit-062.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-062-diagram-002,chapter4-unit-062.tex,2,"Layered cube comparing tensor over R on homotopy categories with its derived tensor functor on derived categories. Diagonal arrows forget bimodule structure, vertical arrows are localization functors, and the rear faces land in K(Ab) and D(Ab).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:458; source/en/chapter4-unit-062.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-062-d002,chapter4-unit-062.tex,3,Natural-transformation diagram with objects point. Arrows: point maps to point; a 2-cell from point to point.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:459; source/en/chapter4-unit-062.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-062-d003,chapter4-unit-062.tex,4,Cube-path schematic: an initial composite follows two dashed edges and then the lower horizontal edge across a shaded face.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:460; source/en/chapter4-unit-062.tex:diagram 4; tikzpicture; mapped_indonesian_structure_witness
chapter4-unit-062-d004,chapter4-unit-062.tex,5,Cube-path schematic: successive 2-cells deform the initial path into the final path across the shaded cube face; the resulting composite is denoted \beth.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:461; source/en/chapter4-unit-062.tex:diagram 5; tikzpicture; mapped_indonesian_structure_witness
chapter4-unit-062-d005,chapter4-unit-062.tex,6,Cube-path schematic for the composite obtained after the deformation: a dashed horizontal segment is followed by the descending edge.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:462; source/en/chapter4-unit-062.tex:diagram 6; tikzpicture; mapped_indonesian_structure_witness
chapter4-unit-062-d006,chapter4-unit-062.tex,7,Cube-path schematic showing the dashed vertical edge along which \beth is extended by a right Kan extension.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:463; source/en/chapter4-unit-062.tex:diagram 7; tikzpicture; mapped_indonesian_structure_witness
chapter4-unit-063-d001,chapter4-unit-063.tex,1,L-shaped composition path that first moves right and then down in the diagram of Proposition \ref{prop:otimesL-enrichment}.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:464; source/en/chapter4-unit-063.tex:diagram 1; tikzpicture; mapped_indonesian_structure_witness
chapter4-unit-063-d002,chapter4-unit-063.tex,2,L-shaped composition path that first moves down and then right in the diagram of Proposition \ref{prop:otimesL-enrichment}.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:465; source/en/chapter4-unit-063.tex:diagram 2; tikzpicture; mapped_indonesian_structure_witness
chapter4-unit-063-d003,chapter4-unit-063.tex,3,"Natural-transformation diagram with objects D((A,R)Mod)^op times D((A,B)Mod), D((R,B)Mod), D(AMod)^op times D(AMod), D(Ab). Arrows: D((A,R)Mod)^op times D((A,B)Mod) maps to D((R,B)Mod); D((A,R)Mod)^op times D((A,B)Mod) maps to D(AMod)^op times D(AMod), labeled forgetful functor; D((R,B)Mod) maps to D(Ab), labeled forgetful functor; a 2-cell from D((R,B)Mod) to D(AMod)^op times D(AMod), labeled isomorphism; D(AMod)^op times D(AMod) maps to D(Ab), labeled RHom_A.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:466; source/en/chapter4-unit-063.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-063-d004,chapter4-unit-063.tex,4,Category diagram: \mathrm{K}_0(\mathcal{A}) → \mathrm{K}_0(\cate{D}^{\bdd}(\mathcal{A})); \mathrm{K}_0(\cate{D}^{\bdd}(\mathcal{A})) → \mathrm{K}_0(\mathcal{A}); {[A]} → {[A]}; {[X]} → \sum_n (-1)^n {[\Hm^n(X)]}.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:467; source/en/chapter4-unit-063.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-063-d005,chapter4-unit-063.tex,5,Category diagram: \mathrm{R}(F'' F' F) → \mathrm{R}(F'' F') \mathrm{R}F; \mathrm{R}(F'' F' F) → \mathrm{R}F'' \mathrm{R}(F'F); \mathrm{R}(F'' F') \mathrm{R}F → \mathrm{R}F'' \mathrm{R}F' \mathrm{R}F; \mathrm{R}F'' \mathrm{R}(F'F) → \mathrm{R}F'' \mathrm{R}F' \mathrm{R}F.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:468; source/en/chapter4-unit-063.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-063-d006,chapter4-unit-063.tex,6,Category diagram: \mathrm{L}(F'' F') \mathrm{L}F → \mathrm{L}(F'' F' F); \mathrm{L}F'' \mathrm{L}(F'F) → \mathrm{L}(F'' F' F); \mathrm{L}F'' \mathrm{L}F' \mathrm{L}F . → \mathrm{L}(F'' F') \mathrm{L}F; \mathrm{L}F'' \mathrm{L}F' \mathrm{L}F . → \mathrm{L}F'' \mathrm{L}(F'F).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:469; source/en/chapter4-unit-063.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-063-d007,chapter4-unit-063.tex,7,Category diagram: X → W (b); X → X (\identity); E^1 → E^2; E^2 → \cdots; \cdots → X; Y[n] → W (t: \text{kuasi-isomorphism}); Y → E^1; node 3-5 → node 3-5.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:470; source/en/chapter4-unit-063.tex:diagram 7; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-064-d001,chapter5-unit-064.tex,1,Commutative diagram: 0 → \mathrm{F}^{p+1} X; \mathrm{F}^{p+1} X → \mathrm{F}^{p+1} Y (f); \mathrm{F}^{p+1} X → \mathrm{F}^p X; \mathrm{F}^p X → \gr^p X; \mathrm{F}^p X → \mathrm{F}^p Y (f); \gr^p X → 0; \gr^p X → \gr^p Y (\gr^p(f)); 0 → \mathrm{F}^{p+1} Y; and 3 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:471; source/en/chapter5-unit-064.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-064-d002,chapter5-unit-064.tex,2,Exact diagram: 0 → \mathrm{F}^{\ell} X; \mathrm{F}^{\ell} X → \mathrm{F}^p X; \mathrm{F}^{\ell} X → \mathrm{F}^{\ell} Y (f); \mathrm{F}^p X → \mathrm{F}^p X / \mathrm{F}^{\ell} X; \mathrm{F}^p X → \mathrm{F}^p Y (f); \mathrm{F}^p X / \mathrm{F}^{\ell} X → 0; \mathrm{F}^p X / \mathrm{F}^{\ell} X → \…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:472; source/en/chapter5-unit-064.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-064-d003,chapter5-unit-064.tex,3,Commutative diagram: X → \varprojlim_\ell X/\mathrm{F}^\ell X (\sim); X → Y (f); \varprojlim_\ell X/\mathrm{F}^\ell X → \varprojlim_\ell Y/\mathrm{F}^\ell Y (\sim); Y ↪ \varprojlim_\ell Y/\mathrm{F}^\ell Y.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:473; source/en/chapter5-unit-064.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-065-diagram-001,chapter5-unit-065.tex,1,"Commutative diagram with objects A, B, C. Arrows: A maps to B; B maps to C; C maps to A, labeled +m.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:474; source/en/chapter5-unit-065.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-065-d001,chapter5-unit-065.tex,2,"Exact diagram: \Hm(X',d') → \Hm(X,d) .; \Hm(X,d) . → \Hm(X'',d''); \Hm(X'',d'') → \Hm(X',d') (+1).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:475; source/en/chapter5-unit-065.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-065-d002,chapter5-unit-065.tex,3,"Differential directions in a cohomological bigraded spectral sequence: from E_r^{p,q}, d_0 points up, d_1 right, d_2 two steps right and one down, and d_3 three right and two down.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:476; source/en/chapter5-unit-065.tex:diagram 3; tikzpicture; mapped_indonesian_structure_witness
chapter5-unit-065-d003,chapter5-unit-065.tex,4,"Differential directions in a homological bigraded spectral sequence: from E^r_{p,q}, d^0 points down, d^1 left, d^2 two steps left and one up, and d^3 three left and two up.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:477; source/en/chapter5-unit-065.tex:diagram 4; tikzpicture; mapped_indonesian_structure_witness
chapter5-unit-065-d004,chapter5-unit-065.tex,5,Support of a bigraded spectral sequence concentrated in a horizontal strip of s rows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:478; source/en/chapter5-unit-065.tex:diagram 5; tikzpicture; mapped_indonesian_structure_witness
chapter5-unit-065-d005,chapter5-unit-065.tex,6,Support of a bigraded spectral sequence concentrated in a vertical strip of s columns.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:479; source/en/chapter5-unit-065.tex:diagram 6; tikzpicture; mapped_indonesian_structure_witness
chapter5-unit-066-d001,chapter5-unit-066.tex,1,Category diagram: D → D (i); D → E (j); E → D (k).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:480; source/en/chapter5-unit-066.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-066-d002,chapter5-unit-066.tex,2,"Exact diagram: D → \Ker(d) (j); D ↠ i(D) (i); \Ker(d) ↠ \Hm(E,d); i(D) → \Hm(E,d) (\exists!\;j').",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:481; source/en/chapter5-unit-066.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-066-d003,chapter5-unit-066.tex,3,"Exact diagram: \Ker(d) → i(D) (k); \Ker(d) ↠ \Hm(E,d); \Hm(E,d) → i(D) (\exists!\;k').",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:482; source/en/chapter5-unit-066.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-066-d004,chapter5-unit-066.tex,4,Category diagram: D' → D' (i'); D' → E' (j'); E' → D' (k').,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:483; source/en/chapter5-unit-066.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-066-d005,chapter5-unit-066.tex,5,Category diagram: i^rD → i^rD (i); i^rD → \dfrac{k^{-1}(i^rD)}{j(\Ker(i^r))} (\overline{j}_{r+1}); \dfrac{k^{-1}(i^rD)}{j(\Ker(i^r))} → i^rD (\overline{k}_{r+1}).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:484; source/en/chapter5-unit-066.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-066-d006,chapter5-unit-066.tex,6,Commutative diagram: D → i^rD (i^r); D → k^{-1}(i^rD) (j); i^rD → \dfrac{k^{-1}(i^rD)}{j(\Ker(i^r))}. (\overline{j}_{r+1}); k^{-1}(i^rD) ↠ \dfrac{k^{-1}(i^rD)}{j(\Ker(i^r))}..,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:485; source/en/chapter5-unit-066.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-066-d007,chapter5-unit-066.tex,7,"Exact diagram: \Hm(D,d) → \Hm(D,d) (i=\Hm(\alpha)); \Hm(D,d) → \Hm(\Coker(\alpha),d_\alpha) (j); \Hm(\Coker(\alpha),d_\alpha) → \Hm(D,d) (k).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:486; source/en/chapter5-unit-066.tex:diagram 7; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-066-d008,chapter5-unit-066.tex,8,"Exact-sequence diagram with objects Coker(d), Coker(d_alpha), 0, Ker(d), Ker(d_alpha). Arrows: Coker(d) maps to Coker(d); Coker(d) maps to Ker(d), labeled bar d; Coker(d) maps to Coker(d_alpha); Coker(d_alpha) maps to Ker(d_alpha), labeled bar d_alpha; Coker(d_alpha) maps to 0; 0 maps to Ker(d); Ker(d) maps to Ker(d), labeled alpha; Ker(d) maps to Ker(d_alpha).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:487; source/en/chapter5-unit-066.tex:diagram 8; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-066-d009,chapter5-unit-066.tex,9,Exact diagram: D → D (-1); D → E (+1); E → D.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:488; source/en/chapter5-unit-066.tex:diagram 9; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-066-d010,chapter5-unit-066.tex,10,Exact diagram: TD → D; TD → \cdots; D → T^{-1}D; D → TE; T^{-1}D → T^{-2}D; T^{-1}D → E; T^{-2}D → T^{-1}E; TE → TD; and 3 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:489; source/en/chapter5-unit-066.tex:diagram 10; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-066-diagram-011,chapter5-unit-066.tex,11,"Oriented triangular cycle on three vertices: the top edge is labeled minus 1, the descending edge is labeled plus r, and the returning edge is unlabeled, recording the sign and degree convention.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:490; source/en/chapter5-unit-066.tex:diagram 11; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-067-d001,chapter5-unit-067.tex,1,"Category diagram: \Hm\left(\mathrm{F}^{p+1}X,d\right)_p → \Hm\left(\mathrm{F}^{p+1}X,d\right)_p (-1); \Hm\left(\mathrm{F}^{p+1}X,d\right)_p → \Hm\left(\gr^pX,\gr^pd\right)_p (+1); \Hm\left(\gr^pX,\gr^pd\right)_p → \Hm\left(\mathrm{F}^{p+1}X,d\right)_p.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:491; source/en/chapter5-unit-067.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-069-d001,chapter5-unit-069.tex,1,"Order-of-cohomology key for E_{\mathrm{II},2}^{p,q}: take cohomology first in the horizontal q-direction, then in the vertical p-direction.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:492; source/en/chapter5-unit-069.tex:diagram 1; tikzpicture; mapped_indonesian_structure_witness
chapter5-unit-069-d002,chapter5-unit-069.tex,2,"Order-of-cohomology key for E_{\mathrm{I},2}^{p,q}: take cohomology first in the vertical q-direction, then in the horizontal p-direction.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:493; source/en/chapter5-unit-069.tex:diagram 2; tikzpicture; mapped_indonesian_structure_witness
chapter5-unit-069-d003,chapter5-unit-069.tex,3,"Order-of-cohomology key for E_{\mathrm{II},2}^{p,q}: take cohomology first in the horizontal q-direction, then in the vertical p-direction.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:494; source/en/chapter5-unit-069.tex:diagram 3; tikzpicture; mapped_indonesian_structure_witness
chapter5-unit-071-d001,chapter5-unit-071.tex,1,Exact diagram: \Hm_\bullet(C) → \Hm_\bullet(C) (\Hm_\bullet(\alpha)); \Hm_\bullet(C) → \Hm_\bullet\left(C\dotimes{R}R/(f)\right); \Hm_\bullet\left(C\dotimes{R}R/(f)\right) → \Hm_\bullet(C) (-1).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:495; source/en/chapter5-unit-071.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter5-unit-071-d002,chapter5-unit-071.tex,2,Category diagram: \mathrm{F}^0I^1 → \vdots; \mathrm{F}^NI^1 → \vdots; \mathrm{F}^0I^0 → \mathrm{F}^0I^1; \mathrm{F}^NI^0 → \mathrm{F}^NI^1; \mathrm{F}^0X → \mathrm{F}^0I^0; \mathrm{F}^NX → \mathrm{F}^NI^0; 0 → \mathrm{F}^0X; 0 → \mathrm{F}^NX.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:496; source/en/chapter5-unit-071.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-072-d001,chapter6-unit-072.tex,1,"Category diagram: \Hom(L \otimes M, N) ⇒ \Hom(L, \Hom(M, N)) (\sim); \varphi → {\left[ w \mapsto \varphi(w \otimes (\cdot)) \right]}; \psi → {\left[ w \otimes x \mapsto \psi(w)(x) \right]}.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:497; source/en/chapter6-unit-072.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-072-d002,chapter6-unit-072.tex,2,"Category diagram: \Hom_G(L \otimes M, N) ⇒ \Hom_G(L, \Hom(M, N)) (\sim).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:498; source/en/chapter6-unit-072.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-072-d003,chapter6-unit-072.tex,3,"Commutative diagram with objects Hom_H(phi^* M, N), Hom_G(M, Hom_H(k[G], N)), theta, [x maps to [G contains g maps to theta(gx)] ], [x maps to xi(x)(1_G)], xi, Hom_H(N, phi^* M), Hom_G(k[G] tensor k[H] N, M), psi, [g tensor y maps to gpsi(y)], [y maps to eta(1_G tensor y) ], eta. Arrows: Hom_H(phi^* M, N) maps to Hom_G(M, Hom_H(k[G], N)), labeled isomorphism; theta maps to [x maps to [G contains g maps to theta(gx)] ]; xi maps to [x maps to xi(x)(1_G)]; Hom_H(N, phi^* M) maps to Hom_G(k[G] tensor k[H] N, M), labeled isomorphism; psi maps to [g tensor y maps to gpsi(y)]; eta maps to [y maps to eta(1_G tensor y) ].",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:499; source/en/chapter6-unit-072.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-073-d001,chapter6-unit-073.tex,1,Category diagram: \mathrm{Infl}: \Bbbk\dcate{Mod} → G\dcate{Mod} : (\cdot)^G; G\dcate{Mod} : (\cdot)^G → \mathrm{Infl}: \Bbbk\dcate{Mod}; (\cdot)_G: G\dcate{Mod} → \Bbbk\dcate{Mod}: \mathrm{Infl}.; \Bbbk\dcate{Mod}: \mathrm{Infl}. → (\cdot)_G: G\dcate{Mod}.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:500; source/en/chapter6-unit-073.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-073-d002,chapter6-unit-073.tex,2,"Category diagram: 0 → \Ext^1_{\Z}\left( \Hm_{n-1}(G, \Z), M \right); \Ext^1_{\Z}\left( \Hm_{n-1}(G, \Z), M \right) → \Hm^n(G, M); \Hm^n(G, M) → \Hom_{\Z}\left( \Hm_n(G, \Z), M \right); \Hom_{\Z}\left( \Hm_n(G, \Z), M \right) → 0; 0 → M \dotimes{\Z} \Hm_n(G, \Z); M \dotimes{\Z} \Hm_n(G, \Z) → \Hm_n(…",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:501; source/en/chapter6-unit-073.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-073-d003,chapter6-unit-073.tex,3,"Commutative diagram with objects Hom_G(L_n, M), C^n(G, M), phi, [ f: (g_1,..., g_n) maps to phi((g_1 |... | g_n))]. Arrows: Hom_G(L_n, M) maps to C^n(G, M), labeled isomorphism; phi maps to [ f: (g_1,..., g_n) maps to phi((g_1 |... | g_n))].",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:502; source/en/chapter6-unit-073.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-073-d004,chapter6-unit-073.tex,4,"Commutative diagram with objects G_ab tensor Z k, H_1(G, k), (g bmod G_der) tensor 1, [g] its class. Arrows: G_ab tensor Z k maps to H_1(G, k), labeled isomorphism; (g bmod G_der) tensor 1 maps to [g] its class.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:503; source/en/chapter6-unit-073.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-073-d005,chapter6-unit-073.tex,5,Category diagram: G_{\mathrm{ab}} \otimes \Bbbk → \mathfrak{I}/\mathfrak{I}^2 (\sim); (g \bmod G_{\mathrm{der}}) \otimes 1 → 1_G - g \;\bmod \mathfrak{I}^2..,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:504; source/en/chapter6-unit-073.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-073-d006,chapter6-unit-073.tex,6,"Exact-sequence diagram with objects (g)^dagger tensor 1_G, [g] = (g)^dagger tensor 1, 0, C_1(G, I), C_1(G, k[G]), C_1(G, k), C_0(G, I), C_0(G, k[G]), C_0(G, k). Arrows: (g)^dagger tensor 1_G maps to C_1(G, k[G]), labeled in; (g)^dagger tensor 1_G maps to [g] = (g)^dagger tensor 1; [g] = (g)^dagger tensor 1 maps to C_1(G, k), labeled in; 0 maps to C_1(G, I); C_1(G, I) maps to C_1(G, k[G]); C_1(G, I) maps to C_0(G, I); C_1(G, k[G]) maps to C_1(G, k); C_1(G, k[G]) maps to C_0(G, k[G]), labeled boundary'_1 tensor id_k[G]; C_1(G, k) maps to 0; C_1(G, k) maps to C_0(G, k), labeled boundary'_0 tensor id_k[G] = 0; 0 maps to C_0(G, I); C_0(G, I) maps to C_0(G, k[G]); C_0(G, k[G]) maps to C_0(G, k); C_0(G, k) maps to 0.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:505; source/en/chapter6-unit-073.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-074-d001,chapter6-unit-074.tex,1,"Category diagram: C^0(G,M) → C^1(G,M) (d^0); C^1(G,M) → C^2(G,M) (d^1); m → {[g\mapsto gm-m]}; f → {[(g_1,g_2)\mapsto g_1f(g_2)-f(g_1g_2)+f(g_1)]}.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:506; source/en/chapter6-unit-074.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-074-d002,chapter6-unit-074.tex,2,Commutative diagram: 0 → M; M → E; M → M; E → G; E → E' (\varphi); G → 1; G → G; M → E'; and 2 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:507; source/en/chapter6-unit-074.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-074-d003,chapter6-unit-074.tex,3,Category diagram: E → E' (\varphi_1); E → E' (\varphi_2); E' ⇒ E' (m).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:508; source/en/chapter6-unit-074.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-075-d001,chapter6-unit-075.tex,1,"Category diagram: \Hom^\bullet_H(\Bbbk,I) → \Hom^\bullet_H(\Res^G_H\mathsf{L}^G,I) (\alpha); \Hom^\bullet_G(\Bbbk,\Ind^G_H(I)) → \Hom^\bullet_H(\Bbbk,I) (\sim); \Hom^\bullet_G(\Bbbk,\Ind^G_H(I)) → \Hom^\bullet_G(\mathsf{L}^G,\Ind^G_H(I)); \Hom^\bullet_H(\Res^G_H\mathsf{L}^G,I) → \Hom^\bullet_H(\mat…",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:509; source/en/chapter6-unit-075.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-075-d002,chapter6-unit-075.tex,2,Category diagram: \Bbbk\dotimes{\Bbbk[H]}P → \Bbbk\dotimes{\Bbbk[G]}\iInd^G_H(P) (\sim); \Res^G_H\mathsf{L}^G\dotimes{\Bbbk[H]}P → \mathsf{L}^G\dotimes{\Bbbk[G]}\iInd^G_H(P) (\sim); \Res^G_H\mathsf{L}^G\dotimes{\Bbbk[H]}P → \Bbbk\dotimes{\Bbbk[H]}P (\alpha); \mathsf{L}^G\dotimes{\Bbbk[G]}\iInd^G_H(…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:510; source/en/chapter6-unit-075.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-076-d001,chapter6-unit-076.tex,1,Category diagram: \cate{K}^+(G) → \cate{D}^+(G); \cate{K}^+(G) → \cate{K}^+(H) (\varphi^*); \cate{K}^+(G) → \cate{K}^+(\Bbbk) ((\cdot)^G); \cate{K}^+(H) → \cate{D}^+(H); \cate{K}^+(H) → \cate{K}^+(\Bbbk) ((\cdot)^H); \cate{K}^+(H) ⇒ \cate{K}^+(H); \cate{K}^+(H) ⇒ \cate{D}^+(G) (\sim); \cate{K}^+(\B…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:511; source/en/chapter6-unit-076.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-076-d002,chapter6-unit-076.tex,2,Category diagram: \cate{K}^+(G) → \cate{K}^+(\Bbbk) ((\cdot)^G); \cate{K}^+(G) → \cate{D}^+(G); \cate{K}^+(\Bbbk) → \cate{D}^+(\Bbbk); \cate{K}^+(\Bbbk) ⇒ \cate{D}^+(G); \cate{D}^+(G) → \cate{D}^+(\Bbbk) (\mathrm{R}((\cdot)^G)); \cate{D}^+(G) → \cate{D}^+(\Bbbk); \cate{D}^+(\Bbbk) ⇒ \cate{D}^+(\Bbb…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:512; source/en/chapter6-unit-076.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter6-unit-076-d003,chapter6-unit-076.tex,3,Category diagram: \cate{K}^+(G) → \cate{K}^+(\Bbbk) ((\cdot)^G); \cate{K}^+(G) → \cate{D}^+(G); \cate{K}^+(\Bbbk) → \cate{D}^+(\Bbbk); \cate{K}^+(\Bbbk) ⇒ \cate{D}^+(G); \cate{D}^+(G) → \cate{D}^+(\Bbbk) (\mathrm{R}((\cdot)^H) \circ \varphi^*).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:513; source/en/chapter6-unit-076.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
